FEWSNET_admin_code,cluster_id,latitude,longitude,is_outlier,cluster_id_original
0,12,9.551002,29.130297,False,12
1,12,9.786447,28.414507,False,12
2,2,7.7992144,32.85308,False,2
3,12,8.417933,26.89562,False,12
4,12,9.243146,27.6138,False,12
5,12,9.334756,26.729689,False,12
6,12,8.667977,27.736115,False,12
7,12,8.930424,26.72393,False,12
8,1,6.150162,31.229462,False,1
9,12,8.291426,30.98072,False,12
10,12,9.490525,32.40192,False,12
11,1,6.4656444,32.00486,False,1
12,1,4.359346,33.44793,False,1
13,12,9.083722,31.442097,False,12
14,12,7.0822926,29.224924,False,12
15,12,7.6175737,31.186474,False,12
16,12,5.4600983,27.893723,False,12
17,12,9.071978,30.688026,False,12
18,12,9.980295,31.84424,False,12
19,12,8.597443,28.589058,False,12
20,12,8.56744,28.109972,False,12
21,12,9.197522,30.075191,False,12
22,1,5.09955,29.06163,False,1
23,1,4.0283284,33.13116,False,1
24,1,4.7170806,31.48342,False,1
25,12,7.5925064,28.024385,False,12
26,1,3.894862,31.46053,False,1
27,1,5.131699,34.65216,False,1
28,1,5.306582,33.461914,False,1
29,1,4.5634127,33.68026,False,1
30,12,8.6339035,29.857418,False,12
31,1,4.27799,30.853539,False,1
32,12,8.174243,30.228167,False,12
33,2,9.255936,33.52691,False,2
34,1,5.249238,32.671417,False,1
35,2,8.833608,33.163315,False,2
36,12,10.023908,33.459976,False,12
37,1,3.9113195,32.210762,False,1
38,2,8.740229,33.862453,False,2
39,12,9.658457,31.642797,False,12
40,12,11.130983,32.370197,False,12
41,1,5.096247,29.684683,False,1
42,12,8.122516,29.919695,False,12
43,12,9.094565,29.2165,False,12
44,12,10.380961,32.56855,False,12
45,1,3.7387795,30.831562,False,1
46,1,5.3078823,30.682564,False,1
47,1,5.2139373,30.20821,False,1
48,1,5.9179792,30.032368,False,1
49,12,6.4713254,27.738218,False,12
50,12,8.583063,32.1197,False,12
51,12,5.3084807,28.205763,False,12
52,12,7.524552,30.336622,False,12
53,12,9.443533,31.452188,False,12
54,12,9.815146,30.118797,False,12
55,1,6.3963685,33.568096,False,2
56,2,7.1130314,33.815495,False,2
57,12,8.617606,25.589775,False,12
58,12,11.362642,32.95721,False,12
59,12,9.268476,29.635662,False,12
60,12,7.0185,29.78404,False,12
61,12,6.7186704,30.013824,False,12
62,12,7.5245805,29.704245,False,12
63,12,6.0432644,27.14289,False,12
64,1,5.662623,31.325756,False,1
65,12,7.847276,29.28494,False,12
66,12,8.246329,28.91646,False,12
67,12,7.080619,28.734674,False,12
68,1,4.3724313,32.567097,False,1
69,12,7.10077,31.322704,False,12
70,12,9.135147,28.391762,False,12
71,2,8.579216,32.827198,False,2
72,12,7.62531,32.11129,False,12
73,12,7.2847724,27.298227,False,12
74,12,6.200243,29.208889,False,12
75,1,5.1247153,28.547338,False,1
76,1,4.251823,30.34422,False,1
77,12,6.793194,30.80245,False,12
78,12,6.3952436,30.486982,False,12
79,12,12.021253,18.109903,False,12
80,12,11.624716,16.231733,False,12
81,12,13.367175,16.21961,False,12
82,12,13.302234,16.865908,False,12
83,12,11.348701,17.941626,False,12
84,12,13.384515,19.630894,False,12
85,12,13.029963,18.46927,False,12
86,12,11.730996,15.252166,False,12
87,12,12.371419,16.8705,False,12
88,12,12.840006,15.631042,False,12
89,12,12.2211,20.031048,False,12
90,12,12.895693,17.57291,False,12
91,12,12.134828,18.777029,False,12
92,12,12.512603,15.298653,False,12
93,12,12.423524,19.565012,False,12
94,12,11.059698,15.250352,False,12
95,12,12.120266,15.05159,False,12
96,12,13.481585,15.70248,False,12
97,12,13.369669,15.251934,False,12
98,12,12.910642,21.243002,False,12
99,12,13.563464,21.817802,False,12
100,12,14.510957,21.052895,False,12
101,12,14.42946,21.954435,False,12
102,12,12.454664,20.654144,False,12
103,12,12.499991,21.697868,False,12
104,12,14.972459,22.454733,False,12
105,12,15.010023,21.633837,False,12
106,12,13.666249,20.838526,False,12
107,12,18.054066,23.130514,False,12
108,12,15.324307,17.290596,False,12
