period,horizon_months,cohort,dimension,country_id,country_en,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
partial_2026,1,E_all,country,Afghanistan,Afghanistan,partitioned_rf,127,127,1,108,0.8503937007874016,44,37,7,71,12,0.4868421052631579,0.8409090909090909,0.3425925925925926,,,
partial_2026,1,E_all,country,Afghanistan,Afghanistan,pooled_rf,127,127,1,108,0.8503937007874016,76,62,14,46,5,0.6739130434782609,0.8157894736842105,0.5740740740740741,,,
partial_2026,1,E_all,country,Afghanistan,Afghanistan,xgb,127,127,1,108,0.8503937007874016,73,60,13,48,6,0.6629834254143646,0.821917808219178,0.5555555555555556,,,
partial_2026,1,E_all,country,Angola,Angola,partitioned_rf,14,14,1,0,0.0,3,0,3,0,11,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Angola,Angola,pooled_rf,14,14,1,0,0.0,4,0,4,0,10,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Angola,Angola,xgb,14,14,1,0,0.0,7,0,7,0,7,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,partitioned_rf,27,27,1,0,0.0,3,0,3,0,24,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,pooled_rf,27,27,1,0,0.0,2,0,2,0,25,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,xgb,27,27,1,0,0.0,1,0,1,0,26,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Cameroon,Cameroon,partitioned_rf,7,7,1,7,1.0,6,6,0,1,0,0.9230769230769231,1.0,0.8571428571428571,,,
partial_2026,1,E_all,country,Cameroon,Cameroon,pooled_rf,7,7,1,7,1.0,7,7,0,0,0,1.0,1.0,1.0,,,
partial_2026,1,E_all,country,Cameroon,Cameroon,xgb,7,7,1,7,1.0,7,7,0,0,0,1.0,1.0,1.0,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,partitioned_rf,398,266,1,266,0.6683417085427136,303,222,81,44,51,0.7803163444639719,0.7326732673267327,0.8345864661654135,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,pooled_rf,398,266,1,266,0.6683417085427136,277,203,74,63,58,0.7476979742173112,0.7328519855595668,0.7631578947368421,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,xgb,398,266,1,266,0.6683417085427136,293,223,70,43,62,0.7978533094812165,0.7610921501706485,0.8383458646616542,,,
partial_2026,1,E_all,country,Chad,Chad,partitioned_rf,27,26,1,21,0.7777777777777778,18,12,6,9,0,0.6153846153846154,0.6666666666666666,0.5714285714285714,,,
partial_2026,1,E_all,country,Chad,Chad,pooled_rf,27,26,1,21,0.7777777777777778,18,12,6,9,0,0.6153846153846154,0.6666666666666666,0.5714285714285714,,,
partial_2026,1,E_all,country,Chad,Chad,xgb,27,26,1,21,0.7777777777777778,21,15,6,6,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",partitioned_rf,415,381,1,178,0.42891566265060244,84,54,30,124,207,0.4122137404580153,0.6428571428571429,0.30337078651685395,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",pooled_rf,415,381,1,178,0.42891566265060244,67,43,24,135,213,0.3510204081632653,0.6417910447761194,0.24157303370786518,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",xgb,415,381,1,178,0.42891566265060244,77,56,21,122,216,0.4392156862745098,0.7272727272727273,0.3146067415730337,,,
partial_2026,1,E_all,country,Djibouti,Djibouti,partitioned_rf,16,16,1,5,0.3125,14,5,9,0,2,0.5263157894736842,0.35714285714285715,1.0,,,
partial_2026,1,E_all,country,Djibouti,Djibouti,pooled_rf,16,16,1,5,0.3125,12,5,7,0,4,0.5882352941176471,0.4166666666666667,1.0,,,
partial_2026,1,E_all,country,Djibouti,Djibouti,xgb,16,16,1,5,0.3125,4,3,1,2,10,0.6666666666666666,0.75,0.6,,,
partial_2026,1,E_all,country,Dominican Republic,Dominican Republic,partitioned_rf,13,13,1,13,1.0,8,8,0,5,0,0.7619047619047619,1.0,0.6153846153846154,,,
partial_2026,1,E_all,country,Dominican Republic,Dominican Republic,pooled_rf,13,13,1,13,1.0,7,7,0,6,0,0.7,1.0,0.5384615384615384,,,
partial_2026,1,E_all,country,Dominican Republic,Dominican Republic,xgb,13,13,1,13,1.0,13,13,0,0,0,1.0,1.0,1.0,,,
partial_2026,1,E_all,country,El Salvador,El Salvador,partitioned_rf,18,18,1,9,0.5,0,0,0,9,9,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,El Salvador,El Salvador,pooled_rf,18,18,1,9,0.5,0,0,0,9,9,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,El Salvador,El Salvador,xgb,18,18,1,9,0.5,0,0,0,9,9,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,Eswatini,Eswatini,partitioned_rf,21,21,1,0,0.0,4,0,4,0,17,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Eswatini,Eswatini,pooled_rf,21,21,1,0,0.0,2,0,2,0,19,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Eswatini,Eswatini,xgb,21,21,1,0,0.0,2,0,2,0,19,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Ethiopia,Ethiopia,partitioned_rf,33,33,1,16,0.48484848484848486,30,15,15,1,2,0.6521739130434783,0.5,0.9375,,,
partial_2026,1,E_all,country,Ethiopia,Ethiopia,pooled_rf,33,33,1,16,0.48484848484848486,30,15,15,1,2,0.6521739130434783,0.5,0.9375,,,
partial_2026,1,E_all,country,Ethiopia,Ethiopia,xgb,33,33,1,16,0.48484848484848486,25,16,9,0,8,0.7804878048780488,0.64,1.0,,,
partial_2026,1,E_all,country,Guatemala,Guatemala,partitioned_rf,100,100,1,22,0.22,0,0,0,22,78,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,Guatemala,Guatemala,pooled_rf,100,100,1,22,0.22,3,1,2,21,76,0.08,0.3333333333333333,0.045454545454545456,,,
partial_2026,1,E_all,country,Guatemala,Guatemala,xgb,100,100,1,22,0.22,0,0,0,22,78,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,Haiti,Haiti,partitioned_rf,90,90,1,90,1.0,68,68,0,22,0,0.8607594936708861,1.0,0.7555555555555555,,,
partial_2026,1,E_all,country,Haiti,Haiti,pooled_rf,90,90,1,90,1.0,67,67,0,23,0,0.8535031847133758,1.0,0.7444444444444445,,,
partial_2026,1,E_all,country,Haiti,Haiti,xgb,90,90,1,90,1.0,69,69,0,21,0,0.8679245283018868,1.0,0.7666666666666667,,,
partial_2026,1,E_all,country,Honduras,Honduras,partitioned_rf,36,36,1,24,0.6666666666666666,0,0,0,24,12,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,Honduras,Honduras,pooled_rf,36,36,1,24,0.6666666666666666,0,0,0,24,12,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,Honduras,Honduras,xgb,36,36,1,24,0.6666666666666666,0,0,0,24,12,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,Kenya,Kenya,partitioned_rf,94,71,1,23,0.24468085106382978,11,11,0,12,71,0.6470588235294118,1.0,0.4782608695652174,,,
partial_2026,1,E_all,country,Kenya,Kenya,pooled_rf,94,71,1,23,0.24468085106382978,11,11,0,12,71,0.6470588235294118,1.0,0.4782608695652174,,,
partial_2026,1,E_all,country,Kenya,Kenya,xgb,94,71,1,23,0.24468085106382978,8,8,0,15,71,0.5161290322580645,1.0,0.34782608695652173,,,
partial_2026,1,E_all,country,Lebanon,Lebanon,partitioned_rf,82,82,1,62,0.7560975609756098,69,55,14,7,6,0.8396946564885496,0.7971014492753623,0.8870967741935484,,,
