period,horizon_months,cohort,dimension,target_month,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,1,E_all,target_month,2023-05,xgb,126,126,2,72,0.5714285714285714,55,43,12,29,42,0.6771653543307087,0.7818181818181819,0.5972222222222222,,,
main,1,E_all,target_month,2023-06,partitioned_rf,198,198,2,143,0.7222222222222222,22,20,2,123,53,0.24242424242424243,0.9090909090909091,0.13986013986013987,,,
main,1,E_all,target_month,2023-06,pooled_rf,198,198,2,143,0.7222222222222222,28,25,3,118,52,0.29239766081871343,0.8928571428571429,0.17482517482517482,,,
main,1,E_all,target_month,2023-06,xgb,198,198,2,143,0.7222222222222222,55,46,9,97,46,0.46464646464646464,0.8363636363636363,0.32167832167832167,,,
main,1,E_all,target_month,2023-07,partitioned_rf,287,287,6,110,0.3832752613240418,142,77,65,33,112,0.6111111111111112,0.5422535211267606,0.7,,,
main,1,E_all,target_month,2023-07,pooled_rf,287,287,6,110,0.3832752613240418,139,76,63,34,114,0.6104417670682731,0.5467625899280576,0.6909090909090909,,,
main,1,E_all,target_month,2023-07,xgb,287,287,6,110,0.3832752613240418,145,79,66,31,111,0.6196078431372549,0.5448275862068965,0.7181818181818181,,,
main,1,E_all,target_month,2023-08,partitioned_rf,468,468,4,256,0.5470085470085471,294,181,113,75,99,0.6581818181818182,0.6156462585034014,0.70703125,,,
main,1,E_all,target_month,2023-08,pooled_rf,468,468,4,256,0.5470085470085471,290,178,112,78,100,0.652014652014652,0.6137931034482759,0.6953125,,,
main,1,E_all,target_month,2023-08,xgb,468,468,4,256,0.5470085470085471,284,178,106,78,106,0.6592592592592592,0.6267605633802817,0.6953125,,,
main,1,E_all,target_month,2023-09,partitioned_rf,193,193,5,150,0.7772020725388601,155,148,7,2,36,0.9704918032786886,0.9548387096774194,0.9866666666666667,,,
main,1,E_all,target_month,2023-09,pooled_rf,193,193,5,150,0.7772020725388601,155,147,8,3,35,0.9639344262295082,0.9483870967741935,0.98,,,
main,1,E_all,target_month,2023-09,xgb,193,193,5,150,0.7772020725388601,155,148,7,2,36,0.9704918032786886,0.9548387096774194,0.9866666666666667,,,
main,1,E_all,target_month,2023-10,partitioned_rf,129,129,4,69,0.5348837209302325,100,68,32,1,28,0.8047337278106509,0.68,0.9855072463768116,,,
main,1,E_all,target_month,2023-10,pooled_rf,129,129,4,69,0.5348837209302325,101,68,33,1,27,0.8,0.6732673267326733,0.9855072463768116,,,
main,1,E_all,target_month,2023-10,xgb,129,129,4,69,0.5348837209302325,104,68,36,1,24,0.7861271676300579,0.6538461538461539,0.9855072463768116,,,
main,1,E_all,target_month,2023-11,partitioned_rf,38,38,3,13,0.34210526315789475,3,3,0,10,25,0.375,1.0,0.23076923076923078,,,
main,1,E_all,target_month,2023-11,pooled_rf,38,38,3,13,0.34210526315789475,3,3,0,10,25,0.375,1.0,0.23076923076923078,,,
main,1,E_all,target_month,2023-11,xgb,38,38,3,13,0.34210526315789475,5,5,0,8,25,0.5555555555555556,1.0,0.38461538461538464,,,
main,1,E_all,target_month,2023-12,partitioned_rf,19,19,1,8,0.42105263157894735,16,8,8,0,3,0.6666666666666666,0.5,1.0,,,
main,1,E_all,target_month,2023-12,pooled_rf,19,19,1,8,0.42105263157894735,16,8,8,0,3,0.6666666666666666,0.5,1.0,,,
main,1,E_all,target_month,2023-12,xgb,19,19,1,8,0.42105263157894735,17,8,9,0,2,0.64,0.47058823529411764,1.0,,,
main,1,E_all,target_month,2024-01,partitioned_rf,355,355,1,97,0.27323943661971833,209,82,127,15,131,0.5359477124183006,0.3923444976076555,0.845360824742268,,,
main,1,E_all,target_month,2024-01,pooled_rf,355,355,1,97,0.27323943661971833,213,82,131,15,127,0.5290322580645161,0.38497652582159625,0.845360824742268,,,
main,1,E_all,target_month,2024-01,xgb,355,355,1,97,0.27323943661971833,206,80,126,17,132,0.528052805280528,0.3883495145631068,0.8247422680412371,,,
main,1,E_all,target_month,2024-02,partitioned_rf,59,59,3,20,0.3389830508474576,37,18,19,2,20,0.631578947368421,0.4864864864864865,0.9,,,
main,1,E_all,target_month,2024-02,pooled_rf,59,59,3,20,0.3389830508474576,35,18,17,2,22,0.6545454545454545,0.5142857142857142,0.9,,,
main,1,E_all,target_month,2024-02,xgb,59,59,3,20,0.3389830508474576,35,18,17,2,22,0.6545454545454545,0.5142857142857142,0.9,,,
main,1,E_all,target_month,2024-03,partitioned_rf,105,105,7,73,0.6952380952380952,95,68,27,5,5,0.8095238095238095,0.7157894736842105,0.9315068493150684,,,
main,1,E_all,target_month,2024-03,pooled_rf,105,105,7,73,0.6952380952380952,94,69,25,4,7,0.8263473053892215,0.7340425531914894,0.9452054794520548,,,
main,1,E_all,target_month,2024-03,xgb,105,105,7,73,0.6952380952380952,82,63,19,10,13,0.8129032258064516,0.7682926829268293,0.863013698630137,,,
main,1,E_all,target_month,2024-04,partitioned_rf,253,253,4,232,0.9169960474308301,84,81,3,151,18,0.5126582278481012,0.9642857142857143,0.34913793103448276,,,
main,1,E_all,target_month,2024-04,pooled_rf,253,253,4,232,0.9169960474308301,75,73,2,159,19,0.4755700325732899,0.9733333333333334,0.3146551724137931,,,
main,1,E_all,target_month,2024-04,xgb,253,253,4,232,0.9169960474308301,82,80,2,152,19,0.5095541401273885,0.975609756097561,0.3448275862068966,,,
main,1,E_all,target_month,2024-05,partitioned_rf,89,89,5,30,0.33707865168539325,57,28,29,2,30,0.6436781609195402,0.49122807017543857,0.9333333333333333,,,
main,1,E_all,target_month,2024-05,pooled_rf,89,89,5,30,0.33707865168539325,47,25,22,5,37,0.6493506493506493,0.5319148936170213,0.8333333333333334,,,
main,1,E_all,target_month,2024-05,xgb,89,89,5,30,0.33707865168539325,48,26,22,4,37,0.6666666666666666,0.5416666666666666,0.8666666666666667,,,
main,1,E_all,target_month,2024-06,partitioned_rf,57,57,3,13,0.22807017543859648,32,10,22,3,22,0.4444444444444444,0.3125,0.7692307692307693,,,
main,1,E_all,target_month,2024-06,pooled_rf,57,57,3,13,0.22807017543859648,23,9,14,4,30,0.5,0.391304347826087,0.6923076923076923,,,
main,1,E_all,target_month,2024-06,xgb,57,57,3,13,0.22807017543859648,35,10,25,3,19,0.4166666666666667,0.2857142857142857,0.7692307692307693,,,
main,1,E_all,target_month,2024-07,partitioned_rf,623,623,6,353,0.5666131621187801,290,241,49,112,221,0.749611197511664,0.8310344827586207,0.6827195467422096,,,
main,1,E_all,target_month,2024-07,pooled_rf,623,623,6,353,0.5666131621187801,291,243,48,110,222,0.7546583850931677,0.8350515463917526,0.6883852691218131,,,
main,1,E_all,target_month,2024-07,xgb,623,623,6,353,0.5666131621187801,332,260,72,93,198,0.7591240875912408,0.7831325301204819,0.7365439093484419,,,
main,1,E_all,target_month,2024-08,partitioned_rf,35,35,1,35,1.0,35,35,0,0,0,1.0,1.0,1.0,,,
main,1,E_all,target_month,2024-08,pooled_rf,35,35,1,35,1.0,35,35,0,0,0,1.0,1.0,1.0,,,
main,1,E_all,target_month,2024-08,xgb,35,35,1,35,1.0,35,35,0,0,0,1.0,1.0,1.0,,,
main,1,E_all,target_month,2024-09,partitioned_rf,446,446,8,273,0.6121076233183856,348,248,100,25,73,0.7987117552334944,0.7126436781609196,0.9084249084249084,,,
main,1,E_all,target_month,2024-09,pooled_rf,446,446,8,273,0.6121076233183856,330,242,88,31,85,0.802653399668325,0.7333333333333333,0.8864468864468864,,,
main,1,E_all,target_month,2024-09,xgb,446,446,8,273,0.6121076233183856,372,258,114,15,59,0.8,0.6935483870967742,0.945054945054945,,,
main,1,E_all,target_month,2024-10,partitioned_rf,47,47,1,28,0.5957446808510638,22,21,1,7,18,0.84,0.9545454545454546,0.75,,,
main,1,E_all,target_month,2024-10,pooled_rf,47,47,1,28,0.5957446808510638,22,21,1,7,18,0.84,0.9545454545454546,0.75,,,
main,1,E_all,target_month,2024-10,xgb,47,47,1,28,0.5957446808510638,29,25,4,3,15,0.8771929824561403,0.8620689655172413,0.8928571428571429,,,
main,1,E_all,target_month,2024-11,partitioned_rf,76,76,2,40,0.5263157894736842,67,40,27,0,9,0.7476635514018691,0.5970149253731343,1.0,,,
main,1,E_all,target_month,2024-11,pooled_rf,76,76,2,40,0.5263157894736842,67,40,27,0,9,0.7476635514018691,0.5970149253731343,1.0,,,
main,1,E_all,target_month,2024-11,xgb,76,76,2,40,0.5263157894736842,68,40,28,0,8,0.7407407407407407,0.5882352941176471,1.0,,,
main,1,E_all,target_month,2025-01,partitioned_rf,831,831,11,280,0.3369434416365824,442,218,224,62,327,0.6038781163434903,0.49321266968325794,0.7785714285714286,,,
main,1,E_all,target_month,2025-01,pooled_rf,831,831,11,280,0.3369434416365824,402,205,197,75,354,0.6011730205278593,0.5099502487562189,0.7321428571428571,,,
main,1,E_all,target_month,2025-01,xgb,831,831,11,280,0.3369434416365824,400,201,199,79,352,0.5911764705882353,0.5025,0.7178571428571429,,,
main,1,E_all,target_month,2025-02,partitioned_rf,145,145,5,65,0.4482758620689655,90,34,56,31,24,0.43870967741935485,0.37777777777777777,0.5230769230769231,,,
main,1,E_all,target_month,2025-02,pooled_rf,145,145,5,65,0.4482758620689655,89,34,55,31,25,0.44155844155844154,0.38202247191011235,0.5230769230769231,,,
main,1,E_all,target_month,2025-02,xgb,145,145,5,65,0.4482758620689655,87,32,55,33,25,0.42105263157894735,0.367816091954023,0.49230769230769234,,,
main,1,E_all,target_month,2025-03,partitioned_rf,304,304,5,209,0.6875,168,157,11,52,84,0.8328912466843501,0.9345238095238095,0.7511961722488039,,,
main,1,E_all,target_month,2025-03,pooled_rf,304,304,5,209,0.6875,138,134,4,75,91,0.7723342939481268,0.9710144927536232,0.6411483253588517,,,
main,1,E_all,target_month,2025-03,xgb,304,304,5,209,0.6875,134,131,3,78,92,0.7638483965014577,0.9776119402985075,0.6267942583732058,,,
main,1,E_all,target_month,2025-04,partitioned_rf,1833,1833,17,876,0.4779050736497545,1332,750,582,126,375,0.6793478260869565,0.5630630630630631,0.8561643835616438,,,
main,1,E_all,target_month,2025-04,pooled_rf,1833,1833,17,876,0.4779050736497545,1403,769,634,107,323,0.6748573935936815,0.5481111903064861,0.8778538812785388,,,
main,1,E_all,target_month,2025-04,xgb,1833,1833,17,876,0.4779050736497545,1614,827,787,49,170,0.6642570281124498,0.5123915737298637,0.9440639269406392,,,
main,1,E_all,target_month,2025-05,partitioned_rf,345,345,7,111,0.3217391304347826,142,63,79,48,155,0.4980237154150198,0.44366197183098594,0.5675675675675675,,,
main,1,E_all,target_month,2025-05,pooled_rf,345,345,7,111,0.3217391304347826,143,64,79,47,155,0.5039370078740157,0.44755244755244755,0.5765765765765766,,,
main,1,E_all,target_month,2025-05,xgb,345,345,7,111,0.3217391304347826,118,54,64,57,170,0.47161572052401746,0.4576271186440678,0.4864864864864865,,,
main,1,E_all,target_month,2025-06,partitioned_rf,236,236,5,0,0.0,131,0,131,0,105,0.0,0.0,,,,no_observed_positives
main,1,E_all,target_month,2025-06,pooled_rf,236,236,5,0,0.0,131,0,131,0,105,0.0,0.0,,,,no_observed_positives
main,1,E_all,target_month,2025-06,xgb,236,236,5,0,0.0,135,0,135,0,101,0.0,0.0,,,,no_observed_positives
main,1,E_all,target_month,2025-07,partitioned_rf,260,260,6,217,0.8346153846153846,94,70,24,147,19,0.45016077170418006,0.7446808510638298,0.3225806451612903,,,
main,1,E_all,target_month,2025-07,pooled_rf,260,260,6,217,0.8346153846153846,120,94,26,123,17,0.5578635014836796,0.7833333333333333,0.43317972350230416,,,
main,1,E_all,target_month,2025-07,xgb,260,260,6,217,0.8346153846153846,141,125,16,92,27,0.6983240223463687,0.8865248226950354,0.576036866359447,,,
main,1,E_all,target_month,2025-08,partitioned_rf,345,345,10,73,0.21159420289855072,199,37,162,36,110,0.27205882352941174,0.18592964824120603,0.5068493150684932,,,
main,1,E_all,target_month,2025-08,pooled_rf,345,345,10,73,0.21159420289855072,248,60,188,13,84,0.37383177570093457,0.24193548387096775,0.821917808219178,,,
main,1,E_all,target_month,2025-08,xgb,345,345,10,73,0.21159420289855072,201,60,141,13,131,0.43795620437956206,0.29850746268656714,0.821917808219178,,,
main,1,E_all,target_month,2025-09,partitioned_rf,873,873,7,794,0.9095074455899198,798,759,39,35,40,0.9535175879396985,0.9511278195488722,0.9559193954659949,,,
main,1,E_all,target_month,2025-09,pooled_rf,873,873,7,794,0.9095074455899198,809,768,41,26,38,0.958203368683718,0.9493201483312732,0.9672544080604534,,,
main,1,E_all,target_month,2025-09,xgb,873,873,7,794,0.9095074455899198,790,753,37,41,42,0.9507575757575758,0.9531645569620253,0.9483627204030227,,,
main,1,E_all,target_month,2025-10,partitioned_rf,2160,2160,19,806,0.3731481481481482,1510,704,806,102,548,0.6079447322970639,0.46622516556291393,0.8734491315136477,,,
main,1,E_all,target_month,2025-10,pooled_rf,2160,2160,19,806,0.3731481481481482,1457,696,761,110,593,0.615112682280159,0.4776938915579959,0.8635235732009926,,,
main,1,E_all,target_month,2025-10,xgb,2160,2160,19,806,0.3731481481481482,1038,544,494,262,860,0.5900216919739696,0.5240847784200385,0.674937965260546,,,
main,1,E_persist,target_month,2023-02,partitioned_rf,23,23,1,14,0.6086956521739131,13,12,1,2,8,0.8888888888888888,0.9230769230769231,0.8571428571428571,,,
main,1,E_persist,target_month,2023-02,pooled_rf,23,23,1,14,0.6086956521739131,13,12,1,2,8,0.8888888888888888,0.9230769230769231,0.8571428571428571,,,
main,1,E_persist,target_month,2023-02,xgb,23,23,1,14,0.6086956521739131,13,12,1,2,8,0.8888888888888888,0.9230769230769231,0.8571428571428571,,,
main,1,E_persist,target_month,2023-02,persistence,23,23,1,14,0.6086956521739131,13,12,1,2,8,0.8888888888888888,0.9230769230769231,0.8571428571428571,,,
main,1,E_persist,target_month,2023-03,partitioned_rf,64,64,2,39,0.609375,36,31,5,8,20,0.8266666666666667,0.8611111111111112,0.7948717948717948,,,
main,1,E_persist,target_month,2023-03,pooled_rf,64,64,2,39,0.609375,34,32,2,7,23,0.8767123287671232,0.9411764705882353,0.8205128205128205,,,
main,1,E_persist,target_month,2023-03,xgb,64,64,2,39,0.609375,33,30,3,9,22,0.8333333333333334,0.9090909090909091,0.7692307692307693,,,
main,1,E_persist,target_month,2023-03,persistence,64,64,2,39,0.609375,31,30,1,9,24,0.8571428571428571,0.967741935483871,0.7692307692307693,,,
main,1,E_persist,target_month,2023-04,partitioned_rf,133,133,5,112,0.8421052631578947,120,111,9,1,12,0.9568965517241379,0.925,0.9910714285714286,,,
main,1,E_persist,target_month,2023-04,pooled_rf,133,133,5,112,0.8421052631578947,120,111,9,1,12,0.9568965517241379,0.925,0.9910714285714286,,,
main,1,E_persist,target_month,2023-04,xgb,133,133,5,112,0.8421052631578947,120,111,9,1,12,0.9568965517241379,0.925,0.9910714285714286,,,
main,1,E_persist,target_month,2023-04,persistence,133,133,5,112,0.8421052631578947,119,110,9,2,12,0.9523809523809523,0.9243697478991597,0.9821428571428571,,,
main,1,E_persist,target_month,2023-05,partitioned_rf,95,95,2,45,0.47368421052631576,27,17,10,28,40,0.4722222222222222,0.6296296296296297,0.37777777777777777,,,
main,1,E_persist,target_month,2023-05,pooled_rf,95,95,2,45,0.47368421052631576,27,17,10,28,40,0.4722222222222222,0.6296296296296297,0.37777777777777777,,,
main,1,E_persist,target_month,2023-05,xgb,95,95,2,45,0.47368421052631576,27,18,9,27,41,0.5,0.6666666666666666,0.4,,,
main,1,E_persist,target_month,2023-05,persistence,95,95,2,45,0.47368421052631576,27,18,9,27,41,0.5,0.6666666666666666,0.4,,,
main,1,E_persist,target_month,2023-06,partitioned_rf,195,195,2,140,0.717948717948718,22,20,2,120,53,0.24691358024691357,0.9090909090909091,0.14285714285714285,,,
main,1,E_persist,target_month,2023-06,pooled_rf,195,195,2,140,0.717948717948718,28,25,3,115,52,0.2976190476190476,0.8928571428571429,0.17857142857142858,,,
main,1,E_persist,target_month,2023-06,xgb,195,195,2,140,0.717948717948718,54,45,9,95,46,0.4639175257731959,0.8333333333333334,0.32142857142857145,,,
main,1,E_persist,target_month,2023-06,persistence,195,195,2,140,0.717948717948718,34,31,3,109,52,0.3563218390804598,0.9117647058823529,0.22142857142857142,,,
main,1,E_persist,target_month,2023-07,partitioned_rf,269,269,6,106,0.3940520446096654,138,74,64,32,99,0.6065573770491803,0.5362318840579711,0.6981132075471698,,,
main,1,E_persist,target_month,2023-07,pooled_rf,269,269,6,106,0.3940520446096654,135,72,63,34,100,0.5975103734439834,0.5333333333333333,0.6792452830188679,,,
main,1,E_persist,target_month,2023-07,xgb,269,269,6,106,0.3940520446096654,135,75,60,31,103,0.6224066390041494,0.5555555555555556,0.7075471698113207,,,
main,1,E_persist,target_month,2023-07,persistence,269,269,6,106,0.3940520446096654,122,70,52,36,111,0.6140350877192983,0.5737704918032787,0.660377358490566,,,
main,1,E_persist,target_month,2023-08,partitioned_rf,369,369,3,207,0.5609756097560976,228,152,76,55,86,0.6988505747126437,0.6666666666666666,0.7342995169082126,,,
main,1,E_persist,target_month,2023-08,pooled_rf,369,369,3,207,0.5609756097560976,224,150,74,57,88,0.6960556844547564,0.6696428571428571,0.7246376811594203,,,
main,1,E_persist,target_month,2023-08,xgb,369,369,3,207,0.5609756097560976,224,153,71,54,91,0.7099767981438515,0.6830357142857143,0.7391304347826086,,,
main,1,E_persist,target_month,2023-08,persistence,369,369,3,207,0.5609756097560976,220,151,69,56,93,0.7072599531615925,0.6863636363636364,0.7294685990338164,,,
main,1,E_persist,target_month,2023-09,partitioned_rf,189,189,5,147,0.7777777777777778,152,145,7,2,35,0.9698996655518395,0.9539473684210527,0.9863945578231292,,,
main,1,E_persist,target_month,2023-09,pooled_rf,189,189,5,147,0.7777777777777778,152,145,7,2,35,0.9698996655518395,0.9539473684210527,0.9863945578231292,,,
main,1,E_persist,target_month,2023-09,xgb,189,189,5,147,0.7777777777777778,152,145,7,2,35,0.9698996655518395,0.9539473684210527,0.9863945578231292,,,
main,1,E_persist,target_month,2023-09,persistence,189,189,5,147,0.7777777777777778,148,141,7,6,35,0.9559322033898305,0.9527027027027027,0.9591836734693877,,,
main,1,E_persist,target_month,2023-10,partitioned_rf,120,120,4,64,0.5333333333333333,92,63,29,1,27,0.8076923076923077,0.6847826086956522,0.984375,,,
main,1,E_persist,target_month,2023-10,pooled_rf,120,120,4,64,0.5333333333333333,92,63,29,1,27,0.8076923076923077,0.6847826086956522,0.984375,,,
main,1,E_persist,target_month,2023-10,xgb,120,120,4,64,0.5333333333333333,96,63,33,1,23,0.7875,0.65625,0.984375,,,
main,1,E_persist,target_month,2023-10,persistence,120,120,4,64,0.5333333333333333,85,59,26,5,30,0.7919463087248322,0.6941176470588235,0.921875,,,
main,1,E_persist,target_month,2023-11,partitioned_rf,26,26,2,10,0.38461538461538464,0,0,0,10,16,0.0,,0.0,,no_predicted_positives,
main,1,E_persist,target_month,2023-11,pooled_rf,26,26,2,10,0.38461538461538464,0,0,0,10,16,0.0,,0.0,,no_predicted_positives,
main,1,E_persist,target_month,2023-11,xgb,26,26,2,10,0.38461538461538464,2,2,0,8,16,0.3333333333333333,1.0,0.2,,,
main,1,E_persist,target_month,2023-11,persistence,26,26,2,10,0.38461538461538464,3,2,1,8,15,0.3076923076923077,0.6666666666666666,0.2,,,
main,1,E_persist,target_month,2023-12,partitioned_rf,13,13,1,5,0.38461538461538464,11,5,6,0,2,0.625,0.45454545454545453,1.0,,,
main,1,E_persist,target_month,2023-12,pooled_rf,13,13,1,5,0.38461538461538464,11,5,6,0,2,0.625,0.45454545454545453,1.0,,,
main,1,E_persist,target_month,2023-12,xgb,13,13,1,5,0.38461538461538464,11,5,6,0,2,0.625,0.45454545454545453,1.0,,,
main,1,E_persist,target_month,2023-12,persistence,13,13,1,5,0.38461538461538464,11,5,6,0,2,0.625,0.45454545454545453,1.0,,,
main,1,E_persist,target_month,2024-01,partitioned_rf,337,337,1,91,0.27002967359050445,194,77,117,14,129,0.5403508771929825,0.39690721649484534,0.8461538461538461,,,
main,1,E_persist,target_month,2024-01,pooled_rf,337,337,1,91,0.27002967359050445,198,77,121,14,125,0.532871972318339,0.3888888888888889,0.8461538461538461,,,
main,1,E_persist,target_month,2024-01,xgb,337,337,1,91,0.27002967359050445,193,76,117,15,129,0.5352112676056338,0.39378238341968913,0.8351648351648352,,,
main,1,E_persist,target_month,2024-01,persistence,337,337,1,91,0.27002967359050445,168,89,79,2,167,0.6872586872586872,0.5297619047619048,0.978021978021978,,,
main,1,E_persist,target_month,2024-02,partitioned_rf,37,37,3,10,0.2702702702702703,16,8,8,2,19,0.6153846153846154,0.5,0.8,,,
main,1,E_persist,target_month,2024-02,pooled_rf,37,37,3,10,0.2702702702702703,14,8,6,2,21,0.6666666666666666,0.5714285714285714,0.8,,,
main,1,E_persist,target_month,2024-02,xgb,37,37,3,10,0.2702702702702703,14,9,5,1,22,0.75,0.6428571428571429,0.9,,,
main,1,E_persist,target_month,2024-02,persistence,37,37,3,10,0.2702702702702703,15,10,5,0,22,0.8,0.6666666666666666,1.0,,,
main,1,E_persist,target_month,2024-03,partitioned_rf,83,83,7,55,0.6626506024096386,73,50,23,5,5,0.78125,0.684931506849315,0.9090909090909091,,,
main,1,E_persist,target_month,2024-03,pooled_rf,83,83,7,55,0.6626506024096386,72,51,21,4,7,0.8031496062992126,0.7083333333333334,0.9272727272727272,,,
main,1,E_persist,target_month,2024-03,xgb,83,83,7,55,0.6626506024096386,61,45,16,10,12,0.7758620689655172,0.7377049180327869,0.8181818181818182,,,
main,1,E_persist,target_month,2024-03,persistence,83,83,7,55,0.6626506024096386,72,53,19,2,9,0.8346456692913385,0.7361111111111112,0.9636363636363636,,,
main,1,E_persist,target_month,2024-04,partitioned_rf,133,133,3,121,0.9097744360902256,49,47,2,74,10,0.5529411764705883,0.9591836734693877,0.3884297520661157,,,
main,1,E_persist,target_month,2024-04,pooled_rf,133,133,3,121,0.9097744360902256,43,41,2,80,10,0.5,0.9534883720930233,0.33884297520661155,,,
main,1,E_persist,target_month,2024-04,xgb,133,133,3,121,0.9097744360902256,45,43,2,78,10,0.5180722891566265,0.9555555555555556,0.35537190082644626,,,
main,1,E_persist,target_month,2024-04,persistence,133,133,3,121,0.9097744360902256,81,79,2,42,10,0.7821782178217822,0.9753086419753086,0.6528925619834711,,,
main,1,E_persist,target_month,2024-05,partitioned_rf,78,78,5,30,0.38461538461538464,46,28,18,2,30,0.7368421052631579,0.6086956521739131,0.9333333333333333,,,
main,1,E_persist,target_month,2024-05,pooled_rf,78,78,5,30,0.38461538461538464,36,25,11,5,37,0.7575757575757576,0.6944444444444444,0.8333333333333334,,,
main,1,E_persist,target_month,2024-05,xgb,78,78,5,30,0.38461538461538464,37,26,11,4,37,0.7761194029850746,0.7027027027027027,0.8666666666666667,,,
main,1,E_persist,target_month,2024-05,persistence,78,78,5,30,0.38461538461538464,23,21,2,9,46,0.7924528301886793,0.9130434782608695,0.7,,,
main,1,E_persist,target_month,2024-06,partitioned_rf,12,12,2,6,0.5,7,4,3,2,3,0.6153846153846154,0.5714285714285714,0.6666666666666666,,,
main,1,E_persist,target_month,2024-06,pooled_rf,12,12,2,6,0.5,6,4,2,2,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,
main,1,E_persist,target_month,2024-06,xgb,12,12,2,6,0.5,7,4,3,2,3,0.6153846153846154,0.5714285714285714,0.6666666666666666,,,
main,1,E_persist,target_month,2024-06,persistence,12,12,2,6,0.5,6,4,2,2,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,
main,1,E_persist,target_month,2024-07,partitioned_rf,480,480,5,221,0.46041666666666664,155,114,41,107,218,0.6063829787234043,0.7354838709677419,0.5158371040723982,,,
main,1,E_persist,target_month,2024-07,pooled_rf,480,480,5,221,0.46041666666666664,159,118,41,103,218,0.6210526315789474,0.7421383647798742,0.5339366515837104,,,
main,1,E_persist,target_month,2024-07,xgb,480,480,5,221,0.46041666666666664,197,132,65,89,194,0.631578947368421,0.6700507614213198,0.5972850678733032,,,
main,1,E_persist,target_month,2024-07,persistence,480,480,5,221,0.46041666666666664,154,119,35,102,224,0.6346666666666667,0.7727272727272727,0.5384615384615384,,,
main,1,E_persist,target_month,2024-08,partitioned_rf,27,27,1,27,1.0,27,27,0,0,0,1.0,1.0,1.0,,,
main,1,E_persist,target_month,2024-08,pooled_rf,27,27,1,27,1.0,27,27,0,0,0,1.0,1.0,1.0,,,
main,1,E_persist,target_month,2024-08,xgb,27,27,1,27,1.0,27,27,0,0,0,1.0,1.0,1.0,,,
main,1,E_persist,target_month,2024-08,persistence,27,27,1,27,1.0,27,27,0,0,0,1.0,1.0,1.0,,,
main,1,E_persist,target_month,2024-09,partitioned_rf,301,301,5,150,0.4983388704318937,213,134,79,16,72,0.7382920110192838,0.6291079812206573,0.8933333333333333,,,
main,1,E_persist,target_month,2024-09,pooled_rf,301,301,5,150,0.4983388704318937,195,128,67,22,84,0.7420289855072464,0.6564102564102564,0.8533333333333334,,,
main,1,E_persist,target_month,2024-09,xgb,301,301,5,150,0.4983388704318937,230,138,92,12,59,0.7263157894736842,0.6,0.92,,,
main,1,E_persist,target_month,2024-09,persistence,301,301,5,150,0.4983388704318937,157,122,35,28,116,0.7947882736156352,0.7770700636942676,0.8133333333333334,,,
main,1,E_persist,target_month,2024-10,partitioned_rf,45,45,1,26,0.5777777777777777,20,19,1,7,18,0.8260869565217391,0.95,0.7307692307692307,,,
main,1,E_persist,target_month,2024-10,pooled_rf,45,45,1,26,0.5777777777777777,20,19,1,7,18,0.8260869565217391,0.95,0.7307692307692307,,,
