period,horizon_months,cohort,dimension,country_id,country_en,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
partial_2026,1,E_all,country,Afghanistan,Afghanistan,partitioned_rf,127,127,1,108,0.8503937007874016,93,76,17,32,2,0.7562189054726368,0.8172043010752689,0.7037037037037037,,,
partial_2026,1,E_all,country,Afghanistan,Afghanistan,pooled_rf,127,127,1,108,0.8503937007874016,99,84,15,24,4,0.8115942028985508,0.8484848484848485,0.7777777777777778,,,
partial_2026,1,E_all,country,Afghanistan,Afghanistan,xgb,127,127,1,108,0.8503937007874016,111,92,19,16,0,0.8401826484018264,0.8288288288288288,0.8518518518518519,,,
partial_2026,1,E_all,country,Angola,Angola,partitioned_rf,14,14,1,0,0.0,7,0,7,0,7,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Angola,Angola,pooled_rf,14,14,1,0,0.0,7,0,7,0,7,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Angola,Angola,xgb,14,14,1,0,0.0,10,0,10,0,4,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,partitioned_rf,27,27,1,0,0.0,3,0,3,0,24,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,pooled_rf,27,27,1,0,0.0,1,0,1,0,26,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,xgb,27,27,1,0,0.0,3,0,3,0,24,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Central African Republic,Central African Republic,partitioned_rf,295,194,1,197,0.6677966101694915,208,155,53,42,45,0.7654320987654321,0.7451923076923077,0.7868020304568528,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,pooled_rf,295,194,1,197,0.6677966101694915,211,157,54,40,44,0.7696078431372549,0.7440758293838863,0.7969543147208121,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,xgb,295,194,1,197,0.6677966101694915,213,164,49,33,49,0.8,0.7699530516431925,0.8324873096446701,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",partitioned_rf,415,381,1,178,0.42891566265060244,92,53,39,125,198,0.3925925925925926,0.5760869565217391,0.29775280898876405,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",pooled_rf,415,381,1,178,0.42891566265060244,88,57,31,121,206,0.42857142857142855,0.6477272727272727,0.3202247191011236,,,
