FEWSNET_admin_code,cluster_id,latitude,longitude,is_outlier,cluster_id_original
0,9,9.551002,29.130297,False,9
1,9,9.786447,28.414507,False,9
2,9,7.7992144,32.85308,False,9
3,9,8.417933,26.89562,False,9
4,9,9.243146,27.6138,False,9
5,9,9.334756,26.729689,False,9
6,9,8.667977,27.736115,False,9
7,9,8.930424,26.72393,False,9
8,9,6.150162,31.229462,False,9
9,9,8.291426,30.98072,False,9
10,9,9.490525,32.40192,False,9
11,9,6.4656444,32.00486,False,9
12,1,4.359346,33.44793,False,1
13,9,9.083722,31.442097,False,9
14,9,7.0822926,29.224924,False,9
15,9,7.6175737,31.186474,False,9
16,9,5.4600983,27.893723,False,7
17,9,9.071978,30.688026,False,9
18,9,9.980295,31.84424,False,9
19,9,8.597443,28.589058,False,9
20,9,8.56744,28.109972,False,9
21,9,9.197522,30.075191,False,9
22,7,5.09955,29.06163,False,7
23,1,4.0283284,33.13116,False,1
24,7,4.7170806,31.48342,False,7
25,9,7.5925064,28.024385,False,9
26,7,3.894862,31.46053,False,7
27,1,5.131699,34.65216,False,1
28,1,5.306582,33.461914,False,1
29,1,4.5634127,33.68026,False,1
30,9,8.6339035,29.857418,False,9
31,7,4.27799,30.853539,False,7
32,9,8.174243,30.228167,False,9
33,9,9.255936,33.52691,False,9
34,7,5.249238,32.671417,False,7
35,9,8.833608,33.163315,False,9
36,9,10.023908,33.459976,False,9
37,7,3.9113195,32.210762,False,7
38,9,8.740229,33.862453,False,9
39,9,9.658457,31.642797,False,9
40,9,11.130983,32.370197,False,9
41,7,5.096247,29.684683,False,7
42,9,8.122516,29.919695,False,9
43,9,9.094565,29.2165,False,9
44,9,10.380961,32.56855,False,9
45,7,3.7387795,30.831562,False,7
46,7,5.3078823,30.682564,False,7
47,7,5.2139373,30.20821,False,7
48,7,5.9179792,30.032368,False,9
49,9,6.4713254,27.738218,False,9
50,9,8.583063,32.1197,False,9
51,7,5.3084807,28.205763,False,7
52,9,7.524552,30.336622,False,9
53,9,9.443533,31.452188,False,9
54,9,9.815146,30.118797,False,9
55,9,6.3963685,33.568096,False,9
56,9,7.1130314,33.815495,False,9
57,9,8.617606,25.589775,False,9
58,9,11.362642,32.95721,False,9
59,9,9.268476,29.635662,False,9
60,9,7.0185,29.78404,False,9
61,9,6.7186704,30.013824,False,9
62,9,7.5245805,29.704245,False,9
63,9,6.0432644,27.14289,False,7
64,7,5.662623,31.325756,False,7
65,9,7.847276,29.28494,False,9
66,9,8.246329,28.91646,False,9
67,9,7.080619,28.734674,False,9
68,7,4.3724313,32.567097,False,7
69,9,7.10077,31.322704,False,9
70,9,9.135147,28.391762,False,9
71,9,8.579216,32.827198,False,9
72,9,7.62531,32.11129,False,9
73,9,7.2847724,27.298227,False,9
74,9,6.200243,29.208889,False,9
75,7,5.1247153,28.547338,False,7
76,7,4.251823,30.34422,False,7
77,9,6.793194,30.80245,False,9
78,9,6.3952436,30.486982,False,9
79,0,12.021253,18.109903,False,0
80,0,11.624716,16.231733,False,0
81,0,13.367175,16.21961,False,0
82,0,13.302234,16.865908,False,0
83,0,11.348701,17.941626,False,0
84,9,13.384515,19.630894,False,9
85,0,13.029963,18.46927,False,0
86,0,11.730996,15.252166,False,0
87,0,12.371419,16.8705,False,0
88,0,12.840006,15.631042,False,0
89,9,12.2211,20.031048,False,0
90,0,12.895693,17.57291,False,0
91,0,12.134828,18.777029,False,0
92,0,12.512603,15.298653,False,0
93,9,12.423524,19.565012,False,9
94,0,11.059698,15.250352,False,0
95,0,12.120266,15.05159,False,0
96,0,13.481585,15.70248,False,0
97,0,13.369669,15.251934,False,0
98,9,12.910642,21.243002,False,9
99,9,13.563464,21.817802,False,9
100,9,14.510957,21.052895,False,9
101,9,14.42946,21.954435,False,9
102,9,12.454664,20.654144,False,9
103,9,12.499991,21.697868,False,9
104,9,14.972459,22.454733,False,9
105,9,15.010023,21.633837,False,9
106,9,13.666249,20.838526,False,9
107,9,18.054066,23.130514,False,9
108,0,15.324307,17.290596,False,0
109,9,15.498639,19.916807,False,9
110,9,15.3229475,18.913387,False,9
111,9,15.537722,20.296652,False,9
112,9,16.638493,19.141233,False,9
113,9,17.685427,17.365604,False,9
114,9,18.817804,21.118668,False,9
115,9,16.3786,21.253277,False,9
116,0,15.993007,15.935085,False,0
117,9,20.637749,18.48788,False,9
118,9,20.897213,16.15249,False,0
119,9,15.987338,23.082228,False,9
120,0,10.926669,16.407063,False,0
121,0,10.689064,18.600428,False,9
122,0,10.630485,16.6803,False,0
123,0,10.549453,15.627432,False,0
124,0,10.7701,15.62734,False,0
125,9,11.5276985,19.579544,False,9
126,9,10.932282,20.41516,False,9
127,9,11.8883295,20.95476,False,9
128,9,10.424202,21.118557,False,9
129,9,11.790246,22.104717,False,9
130,9,10.229745,19.5467,False,0
131,0,9.544025,18.182793,False,0
132,0,8.31734,17.714977,False,0
133,0,8.665046,15.512049,False,0
134,0,8.415834,18.539541,False,0
135,0,8.972945,15.847734,False,0
136,0,9.500247,15.35262,False,0
137,0,8.3913145,17.066221,False,0
138,0,8.139514,16.886238,False,0
139,0,9.534377,19.161407,False,0
140,0,9.609026,14.390759,False,0
141,0,8.68286,15.989723,False,0
142,0,8.583878,16.61673,False,0
143,0,7.9414353,16.691994,False,0
144,0,8.886145,16.884508,False,0
145,0,10.09949,17.214357,False,0
146,0,8.646528,17.281338,False,0
147,0,9.153261,17.565355,False,0
148,0,9.874057,14.467488,False,0
149,0,9.145,14.930336,False,0
150,0,9.832662,15.167447,False,0
151,0,8.032555,15.9058485,False,0
152,0,8.972523,16.348934,False,0
153,0,9.551989,16.874943,False,0
154,0,9.208313,15.675364,False,0
155,0,9.715027,15.611209,False,0
156,0,10.100464,15.826143,False,0
157,0,9.269551,16.146229,False,0
158,0,9.797224,16.352255,False,0
159,0,9.493372,15.905347,False,0
160,0,14.359262,16.909338,False,0
161,0,13.804223,16.384193,False,0
162,0,14.40457,19.574114,False,0
163,0,14.258928,18.444426,False,0
164,9,15.154208,20.717344,False,9
165,0,14.131925,15.246283,False,0
166,9,15.530672,22.411777,False,9
167,9,15.430983,21.669806,False,9
168,0,15.007032,14.955281,False,0
169,0,14.101834,14.056286,False,0
170,0,13.610963,14.363044,False,0
171,0,13.36575,14.65994,False,0
172,2,5.9895124,47.26317,False,2
173,2,4.906683,46.90168,False,2
174,2,5.433911,46.94494,False,2
175,2,7.7423334,49.454285,False,2
176,2,6.818011,47.919876,False,2
177,2,6.1064253,48.164288,False,2
178,2,7.159401,48.935413,False,2
179,2,3.3128219,43.76181,False,2
180,2,2.499122,43.995365,False,2
181,2,2.1471353,43.08928,False,2
182,2,2.6070082,43.0841,False,2
183,2,3.552952,44.53558,False,2
184,2,3.7397451,43.49257,False,2
185,2,3.1604137,44.71151,False,2
186,2,3.916249,44.038025,False,2
187,2,3.3780532,46.83571,False,2
188,2,1.9532189,45.158993,False,2
189,2,2.3815517,45.848145,False,2
190,2,9.150902,50.56334,False,2
191,2,2.9396286,46.418545,False,2
192,2,4.023141,47.352848,False,2
193,2,7.996954,49.844948,False,2
194,2,5.6812563,48.62198,False,2
195,2,10.393404,51.035667,False,2
196,2,7.0803814,49.337063,False,2
197,2,1.8697311,45.003086,False,2
198,2,4.7227793,47.92938,False,2
199,2,3.5841866,46.491276,False,2
200,2,2.542389,45.841988,False,2
201,2,3.9961123,46.337013,False,2
202,2,3.1354315,46.209824,False,2
203,2,4.589601,47.016365,False,2
204,2,4.0680203,46.8558,False,2
205,2,5.223375,47.570923,False,2
206,2,5.358379,47.966713,False,2
207,2,2.8991406,45.85061,False,2
208,2,4.887391,47.697765,False,2
209,2,10.97863,48.572598,False,2
210,2,11.040522,49.412045,False,2
211,2,11.666792,50.793045,False,2
212,2,10.348339,46.742924,False,2
213,2,10.795204,47.466534,False,2
214,2,10.962765,50.761143,False,2
215,2,11.102503,50.107872,False,2
217,2,10.461167,43.952904,False,2
218,2,10.54256,45.372105,False,2
219,2,10.41778,43.265667,False,2
220,2,10.685574,46.21774,False,2
221,2,10.650044,43.577038,False,2
222,2,10.96093,43.242867,False,2
223,2,4.894068,45.748875,False,2
224,2,4.388465,46.05138,False,2
225,2,8.901769,45.76434,False,2
226,2,7.8010507,48.3981,False,2
227,2,8.459745,46.660347,False,2
228,2,5.824846,46.123947,False,2
229,2,6.2044344,46.91375,False,2
230,2,8.952569,46.301525,False,2
231,2,4.766173,46.200047,False,2
232,2,5.4532747,46.24246,False,2
233,2,7.967529,49.39122,False,2
234,2,7.008634,47.53709,False,2
235,2,8.178762,48.64356,False,2
236,2,7.0379996,47.220596,False,2
237,2,9.086835,44.39188,False,2
238,2,7.535132,48.784042,False,2
239,2,8.147358,47.539574,False,2
240,2,9.056219,44.98448,False,2
241,2,0.44437185,41.88742,False,1
242,1,-0.830958,41.395435,False,1
243,2,1.0934244,42.878498,False,2
244,2,0.7622732,42.9671,False,2
245,1,-0.41870305,41.860966,False,1
246,2,10.112961,48.811222,False,2
247,2,9.245729,50.27918,False,2
248,2,10.644447,49.36813,False,2
249,2,9.295636,46.517883,False,2
250,2,9.810202,46.93221,False,2
251,2,10.0620985,47.95922,False,2
252,2,8.353461,49.507854,False,2
253,2,8.538342,48.81902,False,2
254,2,10.221257,50.21303,False,2
255,2,8.563443,47.677296,False,2
256,2,10.622209,49.89251,False,2
257,2,9.501121,49.50659,False,2
258,2,9.178455,48.540176,False,2
259,2,9.140635,47.50645,False,2
260,2,9.925571,43.398163,False,2
261,2,9.9847,43.1933,False,2
262,2,9.661901,43.548035,False,2
263,2,9.462883,44.145947,False,2
264,2,2.1277368,45.05378,False,2
265,2,0.24568006,42.512608,False,2
266,2,2.500958,45.45314,False,2
267,2,1.0685452,43.59789,False,2
268,2,0.96192783,42.607166,False,2
269,2,3.2698977,45.594418,False,2
270,2,0.10124604,42.71161,False,2
271,2,0.58300155,42.909595,False,2
272,2,2.9596868,45.53142,False,2
273,1,-0.13965444,42.55541,False,1
274,2,1.6078329,44.267723,False,2
275,2,1.7285241,44.65425,False,2
276,2,1.8287638,44.611156,False,2
277,2,1.2174156,43.68174,False,2
278,2,2.3621905,42.272324,False,2
279,2,4.718474,45.17888,False,2
280,2,1.3338823,42.497044,False,2
281,2,3.8735025,45.55077,False,2
282,2,4.106404,42.182495,False,2
283,2,3.1217394,42.497597,False,2
284,2,3.4408922,45.66995,False,2
285,2,3.8041997,42.507587,False,2
286,2,3.0300338,42.599957,False,2
287,2,1.7219477,42.374702,False,2
288,2,2.2883844,45.06538,False,2
289,2,2.3323689,42.402786,False,2
290,2,2.4711962,45.542175,False,2
291,2,3.204203,43.482517,False,2
292,2,1.3880284,42.79958,False,2
293,2,2.5463498,43.921997,False,2
294,2,2.070081,42.77903,False,2
295,2,2.825787,42.52169,False,2
296,2,3.0107992,45.55039,False,2
297,2,1.9054475,44.972153,False,2
298,2,2.8170488,42.834946,False,2
299,2,2.0742395,44.618916,False,2
300,2,1.6728165,42.60441,False,2
301,2,2.5953097,44.97949,False,2
302,2,0.98703915,42.28388,False,2
303,2,2.450943,42.10251,False,2
304,2,4.624253,45.18652,False,2
305,2,3.7437289,42.01012,False,2
306,2,1.3766521,42.30435,False,2
307,2,4.0116787,45.528416,False,2
308,1,2.7455215,41.18946,False,1
309,2,3.9827147,42.113964,False,2
310,2,3.2777648,42.633533,False,2
311,2,3.3658907,45.62672,False,2
312,2,3.7466593,42.73298,False,2
313,2,4.2051396,43.242138,False,2
314,2,1.6788425,42.21282,False,2
315,2,4.083847,44.511497,False,2
316,2,3.8937042,43.368412,False,2
317,2,4.244522,43.877335,False,2
318,2,3.5973895,46.14289,False,2
319,2,0.7073308,41.438564,False,1
320,2,1.9622623,41.456566,False,2
321,1,-0.46497038,41.234737,False,1
322,2,4.5843635,45.08942,False,2
323,2,3.4128146,41.709606,False,2
324,2,1.0461326,43.23673,False,2
325,2,3.8559456,45.492935,False,2
326,2,2.2244666,44.306965,False,2
327,2,3.4322402,46.03458,False,2
328,2,4.673061,43.997177,False,2
329,2,4.656342,46.32185,False,2
330,2,2.6751127,41.455715,False,2
331,2,5.129625,46.319374,False,2
332,2,3.8562942,42.13884,False,2
333,2,3.1874683,42.15067,False,2
334,2,3.4232278,45.585278,False,2
335,2,0.9099605,43.209045,False,2
336,2,3.0984054,45.1905,False,2
337,1,-0.22779848,41.946686,False,1
338,2,1.7209164,43.966602,False,2
339,2,3.8466394,42.713566,False,2
340,2,1.9127357,44.306446,False,2
341,2,4.440151,43.040714,False,2
342,2,1.5866907,41.82288,False,2
343,2,1.4128101,43.4665,False,2
344,2,4.359434,44.607056,False,2
345,2,2.9134803,44.86219,False,2
346,1,-1.22284,41.695145,False,1
347,2,1.109416,43.861042,False,2
348,2,0.15146936,42.937298,False,2
349,2,0.5669764,43.22534,False,2
350,1,-0.55993587,42.198902,False,1
351,2,1.5195781,44.241447,False,2
352,2,1.7064766,44.71609,False,2
353,2,1.3814808,44.00121,False,2
