period,horizon_months,cohort,dimension,country_id,country_en,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
partial_2026,1,E_all,country,Afghanistan,Afghanistan,partitioned_rf,127,127,1,108,0.8503937007874016,68,55,13,53,6,0.625,0.8088235294117647,0.5092592592592593,,,
partial_2026,1,E_all,country,Afghanistan,Afghanistan,pooled_rf,127,127,1,108,0.8503937007874016,76,62,14,46,5,0.6739130434782609,0.8157894736842105,0.5740740740740741,,,
partial_2026,1,E_all,country,Afghanistan,Afghanistan,xgb,127,127,1,108,0.8503937007874016,73,60,13,48,6,0.6629834254143646,0.821917808219178,0.5555555555555556,,,
partial_2026,1,E_all,country,Angola,Angola,partitioned_rf,14,14,1,0,0.0,4,0,4,0,10,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Angola,Angola,pooled_rf,14,14,1,0,0.0,4,0,4,0,10,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Angola,Angola,xgb,14,14,1,0,0.0,7,0,7,0,7,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,partitioned_rf,27,27,1,0,0.0,1,0,1,0,26,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,pooled_rf,27,27,1,0,0.0,2,0,2,0,25,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Burundi,Burundi,xgb,27,27,1,0,0.0,1,0,1,0,26,0.0,0.0,,,,no_observed_positives
partial_2026,1,E_all,country,Cameroon,Cameroon,partitioned_rf,7,7,1,7,1.0,1,1,0,6,0,0.25,1.0,0.14285714285714285,,,
partial_2026,1,E_all,country,Cameroon,Cameroon,pooled_rf,7,7,1,7,1.0,7,7,0,0,0,1.0,1.0,1.0,,,
partial_2026,1,E_all,country,Cameroon,Cameroon,xgb,7,7,1,7,1.0,7,7,0,0,0,1.0,1.0,1.0,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,partitioned_rf,398,266,1,266,0.6683417085427136,302,225,77,41,55,0.7922535211267606,0.7450331125827815,0.8458646616541353,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,pooled_rf,398,266,1,266,0.6683417085427136,277,203,74,63,58,0.7476979742173112,0.7328519855595668,0.7631578947368421,,,
partial_2026,1,E_all,country,Central African Republic,Central African Republic,xgb,398,266,1,266,0.6683417085427136,293,223,70,43,62,0.7978533094812165,0.7610921501706485,0.8383458646616542,,,
partial_2026,1,E_all,country,Chad,Chad,partitioned_rf,27,26,1,21,0.7777777777777778,8,5,3,16,3,0.3448275862068966,0.625,0.23809523809523808,,,
partial_2026,1,E_all,country,Chad,Chad,pooled_rf,27,26,1,21,0.7777777777777778,18,12,6,9,0,0.6153846153846154,0.6666666666666666,0.5714285714285714,,,
partial_2026,1,E_all,country,Chad,Chad,xgb,27,26,1,21,0.7777777777777778,21,15,6,6,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",partitioned_rf,415,381,1,178,0.42891566265060244,136,82,54,96,183,0.5222929936305732,0.6029411764705882,0.4606741573033708,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",pooled_rf,415,381,1,178,0.42891566265060244,67,43,24,135,213,0.3510204081632653,0.6417910447761194,0.24157303370786518,,,
partial_2026,1,E_all,country,"Congo, The Democratic Republic of the","Congo, The Democratic Republic of the",xgb,415,381,1,178,0.42891566265060244,77,56,21,122,216,0.4392156862745098,0.7272727272727273,0.3146067415730337,,,
partial_2026,1,E_all,country,Djibouti,Djibouti,partitioned_rf,16,16,1,5,0.3125,11,4,7,1,4,0.5,0.36363636363636365,0.8,,,
partial_2026,1,E_all,country,Djibouti,Djibouti,pooled_rf,16,16,1,5,0.3125,12,5,7,0,4,0.5882352941176471,0.4166666666666667,1.0,,,
partial_2026,1,E_all,country,Djibouti,Djibouti,xgb,16,16,1,5,0.3125,4,3,1,2,10,0.6666666666666666,0.75,0.6,,,
partial_2026,1,E_all,country,Dominican Republic,Dominican Republic,partitioned_rf,13,13,1,13,1.0,7,7,0,6,0,0.7,1.0,0.5384615384615384,,,
partial_2026,1,E_all,country,Dominican Republic,Dominican Republic,pooled_rf,13,13,1,13,1.0,7,7,0,6,0,0.7,1.0,0.5384615384615384,,,
partial_2026,1,E_all,country,Dominican Republic,Dominican Republic,xgb,13,13,1,13,1.0,13,13,0,0,0,1.0,1.0,1.0,,,
partial_2026,1,E_all,country,El Salvador,El Salvador,partitioned_rf,18,18,1,9,0.5,0,0,0,9,9,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,El Salvador,El Salvador,pooled_rf,18,18,1,9,0.5,0,0,0,9,9,0.0,,0.0,,no_predicted_positives,
partial_2026,1,E_all,country,El Salvador,El Salvador,xgb,18,18,1,9,0.5,0,0,0,9,9,0.0,,0.0,,no_predicted_positives,
