FEWSNET_admin_code,cluster_id,latitude,longitude,is_outlier
0,9,9.551002,29.130297,False
1,9,9.786447,28.414507,False
2,9,7.7992144,32.85308,False
3,9,8.417933,26.89562,False
4,9,9.243146,27.6138,False
5,9,9.334756,26.729689,False
6,9,8.667977,27.736115,False
7,9,8.930424,26.72393,False
8,9,6.150162,31.229462,False
9,9,8.291426,30.98072,False
10,9,9.490525,32.40192,False
11,9,6.4656444,32.00486,False
12,1,4.359346,33.44793,False
13,9,9.083722,31.442097,False
14,9,7.0822926,29.224924,False
15,9,7.6175737,31.186474,False
16,7,5.4600983,27.893723,False
17,9,9.071978,30.688026,False
18,9,9.980295,31.84424,False
19,9,8.597443,28.589058,False
20,9,8.56744,28.109972,False
21,9,9.197522,30.075191,False
22,7,5.09955,29.06163,False
23,1,4.0283284,33.13116,False
24,7,4.7170806,31.48342,False
25,9,7.5925064,28.024385,False
26,7,3.894862,31.46053,False
27,1,5.131699,34.65216,False
28,1,5.306582,33.461914,False
29,1,4.5634127,33.68026,False
30,9,8.6339035,29.857418,False
31,7,4.27799,30.853539,False
32,9,8.174243,30.228167,False
33,9,9.255936,33.52691,False
34,7,5.249238,32.671417,False
35,9,8.833608,33.163315,False
36,9,10.023908,33.459976,False
37,7,3.9113195,32.210762,False
38,9,8.740229,33.862453,False
39,9,9.658457,31.642797,False
40,9,11.130983,32.370197,False
41,7,5.096247,29.684683,False
42,9,8.122516,29.919695,False
43,9,9.094565,29.2165,False
44,9,10.380961,32.56855,False
45,7,3.7387795,30.831562,False
46,7,5.3078823,30.682564,False
47,7,5.2139373,30.20821,False
48,9,5.9179792,30.032368,False
49,9,6.4713254,27.738218,False
50,9,8.583063,32.1197,False
51,7,5.3084807,28.205763,False
52,9,7.524552,30.336622,False
53,9,9.443533,31.452188,False
54,9,9.815146,30.118797,False
55,9,6.3963685,33.568096,False
56,9,7.1130314,33.815495,False
57,9,8.617606,25.589775,False
58,9,11.362642,32.95721,False
59,9,9.268476,29.635662,False
60,9,7.0185,29.78404,False
61,9,6.7186704,30.013824,False
62,9,7.5245805,29.704245,False
63,7,6.0432644,27.14289,False
64,7,5.662623,31.325756,False
65,9,7.847276,29.28494,False
66,9,8.246329,28.91646,False
67,9,7.080619,28.734674,False
68,7,4.3724313,32.567097,False
69,9,7.10077,31.322704,False
70,9,9.135147,28.391762,False
71,9,8.579216,32.827198,False
72,9,7.62531,32.11129,False
73,9,7.2847724,27.298227,False
74,9,6.200243,29.208889,False
75,7,5.1247153,28.547338,False
76,7,4.251823,30.34422,False
77,9,6.793194,30.80245,False
78,9,6.3952436,30.486982,False
79,0,12.021253,18.109903,False
80,0,11.624716,16.231733,False
81,0,13.367175,16.21961,False
82,0,13.302234,16.865908,False
83,0,11.348701,17.941626,False
84,9,13.384515,19.630894,False
85,0,13.029963,18.46927,False
86,0,11.730996,15.252166,False
87,0,12.371419,16.8705,False
88,0,12.840006,15.631042,False
89,0,12.2211,20.031048,False
90,0,12.895693,17.57291,False
91,0,12.134828,18.777029,False
92,0,12.512603,15.298653,False
93,9,12.423524,19.565012,False
94,0,11.059698,15.250352,False
95,0,12.120266,15.05159,False
96,0,13.481585,15.70248,False
97,0,13.369669,15.251934,False
98,9,12.910642,21.243002,False
99,9,13.563464,21.817802,False
100,9,14.510957,21.052895,False
101,9,14.42946,21.954435,False
102,9,12.454664,20.654144,False
103,9,12.499991,21.697868,False
104,9,14.972459,22.454733,False
105,9,15.010023,21.633837,False
106,9,13.666249,20.838526,False
107,9,18.054066,23.130514,False
108,0,15.324307,17.290596,False
109,9,15.498639,19.916807,False
110,9,15.3229475,18.913387,False
111,9,15.537722,20.296652,False
112,9,16.638493,19.141233,False
113,9,17.685427,17.365604,False
114,9,18.817804,21.118668,False
115,9,16.3786,21.253277,False
116,0,15.993007,15.935085,False
117,9,20.637749,18.48788,False
118,0,20.897213,16.15249,False
119,9,15.987338,23.082228,False
120,0,10.926669,16.407063,False
121,9,10.689064,18.600428,False
122,0,10.630485,16.6803,False
123,0,10.549453,15.627432,False
124,0,10.7701,15.62734,False
125,9,11.5276985,19.579544,False
126,9,10.932282,20.41516,False
127,9,11.8883295,20.95476,False
128,9,10.424202,21.118557,False
129,9,11.790246,22.104717,False
130,0,10.229745,19.5467,False
131,0,9.544025,18.182793,False
132,0,8.31734,17.714977,False
133,0,8.665046,15.512049,False
134,0,8.415834,18.539541,False
135,0,8.972945,15.847734,False
136,0,9.500247,15.35262,False
137,0,8.3913145,17.066221,False
138,0,8.139514,16.886238,False
139,0,9.534377,19.161407,False
140,0,9.609026,14.390759,False
141,0,8.68286,15.989723,False
142,0,8.583878,16.61673,False
143,0,7.9414353,16.691994,False
144,0,8.886145,16.884508,False
145,0,10.09949,17.214357,False
146,0,8.646528,17.281338,False
147,0,9.153261,17.565355,False
148,0,9.874057,14.467488,False
149,0,9.145,14.930336,False
150,0,9.832662,15.167447,False
151,0,8.032555,15.9058485,False
152,0,8.972523,16.348934,False
153,0,9.551989,16.874943,False
154,0,9.208313,15.675364,False
155,0,9.715027,15.611209,False
156,0,10.100464,15.826143,False
157,0,9.269551,16.146229,False
158,0,9.797224,16.352255,False
159,0,9.493372,15.905347,False
160,0,14.359262,16.909338,False
161,0,13.804223,16.384193,False
162,0,14.40457,19.574114,False
163,0,14.258928,18.444426,False
164,9,15.154208,20.717344,False
165,0,14.131925,15.246283,False
166,9,15.530672,22.411777,False
167,9,15.430983,21.669806,False
168,0,15.007032,14.955281,False
169,0,14.101834,14.056286,False
170,0,13.610963,14.363044,False
171,0,13.36575,14.65994,False
172,2,5.9895124,47.26317,False
173,2,4.906683,46.90168,False
174,2,5.433911,46.94494,False
175,2,7.7423334,49.454285,False
176,2,6.818011,47.919876,False
177,2,6.1064253,48.164288,False
178,2,7.159401,48.935413,False
179,2,3.3128219,43.76181,False
180,2,2.499122,43.995365,False
181,2,2.1471353,43.08928,False
182,2,2.6070082,43.0841,False
183,2,3.552952,44.53558,False
184,2,3.7397451,43.49257,False
185,2,3.1604137,44.71151,False
186,2,3.916249,44.038025,False
187,2,3.3780532,46.83571,False
188,2,1.9532189,45.158993,False
189,2,2.3815517,45.848145,False
190,2,9.150902,50.56334,False
191,2,2.9396286,46.418545,False
192,2,4.023141,47.352848,False
193,2,7.996954,49.844948,False
194,2,5.6812563,48.62198,False
195,2,10.393404,51.035667,False
196,2,7.0803814,49.337063,False
197,2,1.8697311,45.003086,False
198,2,4.7227793,47.92938,False
199,2,3.5841866,46.491276,False
200,2,2.542389,45.841988,False
201,2,3.9961123,46.337013,False
202,2,3.1354315,46.209824,False
203,2,4.589601,47.016365,False
204,2,4.0680203,46.8558,False
205,2,5.223375,47.570923,False
206,2,5.358379,47.966713,False
207,2,2.8991406,45.85061,False
208,2,4.887391,47.697765,False
209,2,10.97863,48.572598,False
210,2,11.040522,49.412045,False
211,2,11.666792,50.793045,False
