admin_code,branch_id,partition_code,assignment_source,donor_admin_code,donor_distance_km,nearest_eligible_admin_code,nearest_eligible_distance_km,model_route,fallback_reason,was_placeholder_root
0,,-1,unresolved,-1,,35,792.4996413912551,pooled_root,nearest eligible donor beyond 100 km,False
1,,-1,unresolved,-1,,35,789.9210176298179,pooled_root,nearest eligible donor beyond 100 km,False
2,,-1,unresolved,-1,,35,775.188496665831,pooled_root,nearest eligible donor beyond 100 km,False
3,,-1,unresolved,-1,,11,449.22351202201537,pooled_root,nearest eligible donor beyond 100 km,False
4,,-1,unresolved,-1,,11,444.33199111418764,pooled_root,nearest eligible donor beyond 100 km,False
5,,-1,unresolved,-1,,35,731.2482473791617,pooled_root,nearest eligible donor beyond 100 km,False
6,,-1,unresolved,-1,,11,290.08742472530145,pooled_root,nearest eligible donor beyond 100 km,False
7,,-1,unresolved,-1,,11,286.89080626181675,pooled_root,nearest eligible donor beyond 100 km,False
8,,-1,unresolved,-1,,11,233.04833505786567,pooled_root,nearest eligible donor beyond 100 km,False
9,,-1,unresolved,-1,,11,247.39317086311385,pooled_root,nearest eligible donor beyond 100 km,False
10,,-1,unresolved,-1,,11,157.36073878369015,pooled_root,nearest eligible donor beyond 100 km,False
11,,0,learned,-1,,-1,,partition:,,False
12,,0,learned,-1,,-1,,partition:,,False
13,,-1,unresolved,-1,,22,197.68757125383024,pooled_root,nearest eligible donor beyond 100 km,False
14,,0,learned,-1,,-1,,partition:,,False
15,,-1,unresolved,-1,,22,187.4807821389812,pooled_root,nearest eligible donor beyond 100 km,False
16,,0,learned,-1,,-1,,partition:,,False
17,,0,learned,-1,,-1,,partition:,,False
18,,0,learned,-1,,-1,,partition:,,False
19,,0,learned,-1,,-1,,partition:,,False
20,,-1,unresolved,-1,,35,462.36987731302145,pooled_root,nearest eligible donor beyond 100 km,False
21,,-1,unresolved,-1,,16,104.34005440642522,pooled_root,nearest eligible donor beyond 100 km,False
22,,0,learned,-1,,-1,,partition:,,False
23,,0,learned,-1,,-1,,partition:,,False
24,,0,nearest_donor,16,89.18032926358288,16,89.18032926358288,partition:,,False
25,,0,learned,-1,,-1,,partition:,,False
26,,0,nearest_donor,16,98.74771858032358,16,98.74771858032358,partition:,,False
27,,0,learned,-1,,-1,,partition:,,False
28,,0,learned,-1,,-1,,partition:,,False
29,,0,learned,-1,,-1,,partition:,,False
30,,-1,unresolved,-1,,23,176.18336710612772,pooled_root,nearest eligible donor beyond 100 km,False
31,,-1,unresolved,-1,,25,120.9954047258347,pooled_root,nearest eligible donor beyond 100 km,False
32,,0,learned,-1,,-1,,partition:,,False
33,,0,learned,-1,,-1,,partition:,,False
34,,0,learned,-1,,-1,,partition:,,False
35,,0,learned,-1,,-1,,partition:,,False
36,,0,learned,-1,,-1,,partition:,,False
37,,0,learned,-1,,-1,,partition:,,False
38,,0,nearest_donor,50,8.464305133769962,50,8.464305133769962,partition:,,False
39,,0,nearest_donor,50,8.463300508600337,50,8.463300508600337,partition:,,False
40,,0,learned,-1,,-1,,partition:,,False
41,,0,learned,-1,,-1,,partition:,,False
42,,0,learned,-1,,-1,,partition:,,False
43,,0,learned,-1,,-1,,partition:,,False
44,,0,learned,-1,,-1,,partition:,,False
45,,0,learned,-1,,-1,,partition:,,False
46,,0,nearest_donor,54,54.34769751447353,54,54.34769751447353,partition:,,False
47,,0,nearest_donor,54,54.43829530370994,54,54.43829530370994,partition:,,False
48,,0,nearest_donor,54,54.4285443373045,54,54.4285443373045,partition:,,False
49,,0,nearest_donor,54,54.35737811137713,54,54.35737811137713,partition:,,False
50,,0,learned,-1,,-1,,partition:,,False
51,,-1,unresolved,-1,,29,268.4953481942361,pooled_root,nearest eligible donor beyond 100 km,False
52,,0,learned,-1,,-1,,partition:,,False
53,,0,learned,-1,,-1,,partition:,,False
54,,0,learned,-1,,-1,,partition:,,False
55,,-1,unresolved,-1,,29,273.1462807876891,pooled_root,nearest eligible donor beyond 100 km,False
56,,0,learned,-1,,-1,,partition:,,False
57,,0,learned,-1,,-1,,partition:,,False
58,,-1,unresolved,-1,,25,402.1093416006012,pooled_root,nearest eligible donor beyond 100 km,False
59,,-1,unresolved,-1,,29,293.29591001220456,pooled_root,nearest eligible donor beyond 100 km,False
60,,-1,unresolved,-1,,40,277.3445333849257,pooled_root,nearest eligible donor beyond 100 km,False
61,,-1,unresolved,-1,,29,297.9485775861458,pooled_root,nearest eligible donor beyond 100 km,False
62,,-1,unresolved,-1,,40,297.4627890720872,pooled_root,nearest eligible donor beyond 100 km,False
63,,-1,unresolved,-1,,40,299.5633583933977,pooled_root,nearest eligible donor beyond 100 km,False
64,,0,learned,-1,,-1,,partition:,,False
65,,0,learned,-1,,-1,,partition:,,False
66,,0,nearest_donor,54,39.64052428325273,54,39.64052428325273,partition:,,False
67,,0,nearest_donor,54,39.64192580411428,54,39.64192580411428,partition:,,False
68,,0,nearest_donor,54,39.75179549021122,54,39.75179549021122,partition:,,False
69,,0,nearest_donor,54,39.817012618396944,54,39.817012618396944,partition:,,False
70,,0,nearest_donor,54,63.9058643879545,54,63.9058643879545,partition:,,False
71,,0,nearest_donor,54,51.4302583070487,54,51.4302583070487,partition:,,False
72,,0,nearest_donor,54,51.43617105626217,54,51.43617105626217,partition:,,False
73,,0,nearest_donor,54,51.43927303719651,54,51.43927303719651,partition:,,False
74,,0,nearest_donor,54,51.51595120715678,54,51.51595120715678,partition:,,False
75,,0,nearest_donor,54,65.47617402500077,54,65.47617402500077,partition:,,False
76,,0,nearest_donor,113,79.25429435061208,113,79.25429435061208,partition:,,False
77,,0,nearest_donor,113,79.39284534715338,113,79.39284534715338,partition:,,False
78,,-1,unresolved,-1,,40,290.19463191829936,pooled_root,nearest eligible donor beyond 100 km,False
79,,0,nearest_donor,54,72.97374509192123,54,72.97374509192123,partition:,,False
80,,-1,unresolved,-1,,40,311.836268095972,pooled_root,nearest eligible donor beyond 100 km,False
