FEWSNET_admin_code,cluster_id,latitude,longitude,is_outlier
0,2,9.551002,29.130297,False
1,2,9.786447,28.414507,False
2,2,7.7992144,32.85308,False
3,2,8.417933,26.89562,False
4,2,9.243146,27.6138,False
5,2,9.334756,26.729689,False
6,2,8.667977,27.736115,False
7,2,8.930424,26.72393,False
8,2,6.150162,31.229462,False
9,2,8.291426,30.98072,False
10,2,9.490525,32.40192,False
11,2,6.4656444,32.00486,False
12,2,4.359346,33.44793,False
13,2,9.083722,31.442097,False
14,2,7.0822926,29.224924,False
15,2,7.6175737,31.186474,False
16,2,5.4600983,27.893723,False
17,2,9.071978,30.688026,False
18,2,9.980295,31.84424,False
19,2,8.597443,28.589058,False
20,2,8.56744,28.109972,False
21,2,9.197522,30.075191,False
22,2,5.09955,29.06163,False
23,2,4.0283284,33.13116,False
24,2,4.7170806,31.48342,False
25,2,7.5925064,28.024385,False
26,2,3.894862,31.46053,False
27,2,5.131699,34.65216,False
28,2,5.306582,33.461914,False
29,2,4.5634127,33.68026,False
30,2,8.6339035,29.857418,False
31,2,4.27799,30.853539,False
32,2,8.174243,30.228167,False
33,2,9.255936,33.52691,False
34,2,5.249238,32.671417,False
35,2,8.833608,33.163315,False
36,3,10.023908,33.459976,False
37,2,3.9113195,32.210762,False
38,2,8.740229,33.862453,False
39,2,9.658457,31.642797,False
40,2,11.130983,32.370197,False
41,2,5.096247,29.684683,False
42,2,8.122516,29.919695,False
43,2,9.094565,29.2165,False
44,2,10.380961,32.56855,False
45,2,3.7387795,30.831562,False
46,2,5.3078823,30.682564,False
47,2,5.2139373,30.20821,False
48,2,5.9179792,30.032368,False
49,2,6.4713254,27.738218,False
50,2,8.583063,32.1197,False
51,2,5.3084807,28.205763,False
52,2,7.524552,30.336622,False
53,2,9.443533,31.452188,False
54,3,9.815146,30.118797,False
55,2,6.3963685,33.568096,False
56,2,7.1130314,33.815495,False
57,2,8.617606,25.589775,False
58,3,11.362642,32.95721,False
59,2,9.268476,29.635662,False
60,2,7.0185,29.78404,False
61,2,6.7186704,30.013824,False
62,2,7.5245805,29.704245,False
63,2,6.0432644,27.14289,False
64,2,5.662623,31.325756,False
65,2,7.847276,29.28494,False
66,2,8.246329,28.91646,False
67,2,7.080619,28.734674,False
68,2,4.3724313,32.567097,False
69,2,7.10077,31.322704,False
70,2,9.135147,28.391762,False
71,2,8.579216,32.827198,False
72,2,7.62531,32.11129,False
73,2,7.2847724,27.298227,False
74,2,6.200243,29.208889,False
75,2,5.1247153,28.547338,False
76,2,4.251823,30.34422,False
77,2,6.793194,30.80245,False
78,2,6.3952436,30.486982,False
79,14,12.021253,18.109903,False
80,14,11.624716,16.231733,False
81,14,13.367175,16.21961,False
82,14,13.302234,16.865908,False
83,14,11.348701,17.941626,False
84,14,13.384515,19.630894,False
85,14,13.029963,18.46927,False
86,14,11.730996,15.252166,False
87,14,12.371419,16.8705,False
88,14,12.840006,15.631042,False
89,14,12.2211,20.031048,False
90,14,12.895693,17.57291,False
91,14,12.134828,18.777029,False
92,14,12.512603,15.298653,False
93,14,12.423524,19.565012,False
94,14,11.059698,15.250352,False
95,14,12.120266,15.05159,False
96,14,13.481585,15.70248,False
97,14,13.369669,15.251934,False
98,14,12.910642,21.243002,False
99,14,13.563464,21.817802,False
100,14,14.510957,21.052895,False
101,14,14.42946,21.954435,False
102,14,12.454664,20.654144,False
103,14,12.499991,21.697868,False
104,14,14.972459,22.454733,False
105,14,15.010023,21.633837,False
106,14,13.666249,20.838526,False
107,14,18.054066,23.130514,False
108,14,15.324307,17.290596,False
109,14,15.498639,19.916807,False
110,14,15.3229475,18.913387,False
111,14,15.537722,20.296652,False
112,14,16.638493,19.141233,False
113,14,17.685427,17.365604,False
114,14,18.817804,21.118668,False
115,14,16.3786,21.253277,False
116,14,15.993007,15.935085,False
117,14,20.637749,18.48788,False
118,14,20.897213,16.15249,False
119,14,15.987338,23.082228,False
120,14,10.926669,16.407063,False
121,14,10.689064,18.600428,False
122,14,10.630485,16.6803,False
123,14,10.549453,15.627432,False
124,14,10.7701,15.62734,False
125,14,11.5276985,19.579544,False
126,14,10.932282,20.41516,False
127,14,11.8883295,20.95476,False
128,14,10.424202,21.118557,False
129,14,11.790246,22.104717,False
130,14,10.229745,19.5467,False
131,14,9.544025,18.182793,False
132,14,8.31734,17.714977,False
133,14,8.665046,15.512049,False
134,14,8.415834,18.539541,False
135,14,8.972945,15.847734,False
136,14,9.500247,15.35262,False
137,14,8.3913145,17.066221,False
138,14,8.139514,16.886238,False
139,14,9.534377,19.161407,False
140,14,9.609026,14.390759,False
141,14,8.68286,15.989723,False
142,14,8.583878,16.61673,False
143,14,7.9414353,16.691994,False
144,14,8.886145,16.884508,False
145,14,10.09949,17.214357,False
146,14,8.646528,17.281338,False
147,14,9.153261,17.565355,False
148,14,9.874057,14.467488,False
149,14,9.145,14.930336,False
150,14,9.832662,15.167447,False
151,14,8.032555,15.9058485,False
152,14,8.972523,16.348934,False
153,14,9.551989,16.874943,False
154,14,9.208313,15.675364,False
155,14,9.715027,15.611209,False
156,14,10.100464,15.826143,False
157,14,9.269551,16.146229,False
158,14,9.797224,16.352255,False
159,14,9.493372,15.905347,False
160,14,14.359262,16.909338,False
161,14,13.804223,16.384193,False
162,14,14.40457,19.574114,False
163,14,14.258928,18.444426,False
164,14,15.154208,20.717344,False
165,14,14.131925,15.246283,False
166,14,15.530672,22.411777,False
167,14,15.430983,21.669806,False
168,14,15.007032,14.955281,False
169,14,14.101834,14.056286,False
170,14,13.610963,14.363044,False
171,14,13.36575,14.65994,False
172,2,5.9895124,47.26317,False
173,2,4.906683,46.90168,False
174,2,5.433911,46.94494,False
175,2,7.7423334,49.454285,False
176,2,6.818011,47.919876,False
177,2,6.1064253,48.164288,False
178,2,7.159401,48.935413,False
179,2,3.3128219,43.76181,False
180,2,2.499122,43.995365,False
181,2,2.1471353,43.08928,False
182,2,2.6070082,43.0841,False
183,2,3.552952,44.53558,False
184,2,3.7397451,43.49257,False
185,2,3.1604137,44.71151,False
186,2,3.916249,44.038025,False
187,2,3.3780532,46.83571,False
188,2,1.9532189,45.158993,False
189,2,2.3815517,45.848145,False
190,2,9.150902,50.56334,False
191,2,2.9396286,46.418545,False
192,2,4.023141,47.352848,False
193,2,7.996954,49.844948,False
194,2,5.6812563,48.62198,False
195,2,10.393404,51.035667,False
196,2,7.0803814,49.337063,False
197,2,1.8697311,45.003086,False
198,2,4.7227793,47.92938,False
199,2,3.5841866,46.491276,False
200,2,2.542389,45.841988,False
201,2,3.9961123,46.337013,False
202,2,3.1354315,46.209824,False
203,2,4.589601,47.016365,False
204,2,4.0680203,46.8558,False
205,2,5.223375,47.570923,False
206,2,5.358379,47.966713,False
