FEWSNET_admin_code,partition_id
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,01
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,01
17,1
18,1
19,1
20,1
21,1
22,01
23,1
24,01
25,1
26,1
27,1
28,1
29,1
30,1
31,01
32,1
33,1
34,01
35,1
36,01
37,1
38,1
39,1
40,1
41,01
42,1
43,1
44,01
45,01
46,01
47,01
48,01
49,01
50,1
51,01
52,1
53,1
54,01
55,1
56,1
57,01
58,01
59,1
60,1
61,01
62,1
63,01
64,01
65,1
66,1
67,1
68,01
69,1
70,1
71,1
72,1
73,01
74,01
75,01
76,01
77,1
78,01
79,0001
80,01
81,001
82,0001
83,01
84,0001
85,0001
86,001
87,0001
88,0001
89,001
90,0001
91,01
92,0001
93,001
94,001
95,001
96,001
97,01
98,001
99,001
100,001
101,001
102,001
103,001
104,001
105,001
106,001
107,001
108,001
109,001
110,001
111,001
112,001
113,001
114,001
115,001
116,001
117,01
118,01
119,001
120,01
121,01
122,01
123,01
124,01
125,01
126,01
127,01
128,01
129,01
130,01
131,01
132,01
133,01
134,01
135,01
136,01
137,01
138,01
139,01
140,01
141,01
142,01
143,01
144,01
145,01
146,01
147,01
148,01
149,01
150,01
151,01
152,01
153,01
154,01
155,01
156,01
157,01
158,01
159,01
160,01
161,01
162,01
163,01
164,0001
165,01
166,01
167,01
168,01
169,01
170,01
171,01
172,01
173,01
174,01
175,01
176,01
177,01
178,01
179,01
180,01
181,01
182,01
183,01
184,01
185,01
186,01
187,01
188,01
189,01
190,01
191,01
192,01
193,01
194,001
195,01
196,00000
197,01
198,001
199,01
200,01
201,01
202,01
203,01
204,01
205,01
206,01
207,01
208,01
209,01
210,01
211,01
212,01
213,01
214,01
215,01
217,01
218,1
219,01
220,1
221,01
222,01
223,01
224,01
225,01
226,01
227,01
228,01
229,01
230,01
231,01
232,01
233,01
234,01
235,01
236,01
237,01
238,01
239,01
240,01
241,01
242,01
243,01
244,01
245,01
246,01
247,01
248,01
249,01
250,01
251,01
252,00000
253,00000
254,01
255,01
256,01
257,01
258,01
259,01
260,01
261,01
262,01
263,01
264,01
265,01
266,01
267,01
268,01
269,01
270,01
271,01
272,01
273,01
274,01
275,01
276,01
277,01
278,01
279,01
280,01
281,01
282,01
283,01
284,01
285,01
286,01
287,01
288,01
289,01
290,01
291,01
292,01
293,01
294,01
295,01
296,01
297,01
298,01
299,01
300,01
301,01
302,01
303,01
304,01
305,1
306,01
307,01
308,00000
309,01
310,01
311,01
312,01
313,1
314,01
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,001
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,00000
465,1
466,1
467,1
468,1
469,01
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,00000
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,00000
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,01
535,1
536,01
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,01
559,1
560,1
561,1
562,1
563,01
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,0001
596,1
597,01
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,00000
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,01
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,01
708,1
709,1
710,00000
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,01
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
