FEWSNET_admin_code,partition_id,assignment_source,graph_support,donor_code,donor_distance_km
0,2,spectral_core,in_fitted_core,,
1,11,spectral_core,in_fitted_core,,
2,6,spectral_core,in_fitted_core,,
3,11,spectral_core,in_fitted_core,,
4,11,spectral_core,in_fitted_core,,
5,11,spectral_core,in_fitted_core,,
6,11,spectral_core,in_fitted_core,,
7,11,spectral_core,in_fitted_core,,
8,2,spectral_core,in_fitted_core,,
9,2,spectral_core,in_fitted_core,,
10,2,spectral_core,in_fitted_core,,
11,2,spectral_core,in_fitted_core,,
12,9,spectral_core,in_fitted_core,,
13,6,spectral_core,in_fitted_core,,
14,2,spectral_core,in_fitted_core,,
15,6,spectral_core,in_fitted_core,,
16,2,spectral_core,in_fitted_core,,
17,6,spectral_core,in_fitted_core,,
18,2,spectral_core,in_fitted_core,,
19,2,spectral_core,in_fitted_core,,
20,11,spectral_core,in_fitted_core,,
21,6,spectral_core,in_fitted_core,,
22,2,spectral_core,in_fitted_core,,
23,9,spectral_core,in_fitted_core,,
24,2,spectral_core,in_fitted_core,,
25,11,spectral_core,in_fitted_core,,
26,9,spectral_core,in_fitted_core,,
27,3,spectral_core,in_fitted_core,,
28,3,spectral_core,in_fitted_core,,
29,9,spectral_core,in_fitted_core,,
30,11,spectral_core,in_fitted_core,,
31,2,spectral_core,in_fitted_core,,
32,6,spectral_core,in_fitted_core,,
33,2,spectral_core,in_fitted_core,,
34,2,spectral_core,in_fitted_core,,
35,2,spectral_core,in_fitted_core,,
36,2,spectral_core,in_fitted_core,,
37,9,spectral_core,in_fitted_core,,
38,2,spectral_core,in_fitted_core,,
39,2,spectral_core,in_fitted_core,,
40,2,spectral_core,in_fitted_core,,
41,2,spectral_core,in_fitted_core,,
42,6,spectral_core,in_fitted_core,,
43,2,spectral_core,in_fitted_core,,
44,2,spectral_core,in_fitted_core,,
45,2,spectral_core,in_fitted_core,,
46,2,spectral_core,in_fitted_core,,
47,2,spectral_core,in_fitted_core,,
48,2,spectral_core,in_fitted_core,,
49,2,spectral_core,in_fitted_core,,
50,2,spectral_core,in_fitted_core,,
51,2,spectral_core,in_fitted_core,,
52,6,spectral_core,in_fitted_core,,
53,6,spectral_core,in_fitted_core,,
54,6,spectral_core,in_fitted_core,,
55,6,spectral_core,in_fitted_core,,
56,6,spectral_core,in_fitted_core,,
57,6,spectral_core,in_fitted_core,,
58,2,spectral_core,in_fitted_core,,
59,2,spectral_core,in_fitted_core,,
60,6,spectral_core,in_fitted_core,,
61,6,spectral_core,in_fitted_core,,
62,6,spectral_core,in_fitted_core,,
63,6,spectral_core,in_fitted_core,,
64,2,spectral_core,in_fitted_core,,
65,2,spectral_core,in_fitted_core,,
66,2,spectral_core,in_fitted_core,,
67,2,spectral_core,in_fitted_core,,
68,2,spectral_core,in_fitted_core,,
69,6,spectral_core,in_fitted_core,,
70,2,spectral_core,in_fitted_core,,
71,2,spectral_core,in_fitted_core,,
72,6,spectral_core,in_fitted_core,,
73,6,spectral_core,in_fitted_core,,
74,2,spectral_core,in_fitted_core,,
75,2,spectral_core,in_fitted_core,,
76,2,spectral_core,in_fitted_core,,
77,2,spectral_core,in_fitted_core,,
